196.75,149.33,33.63,162.22,354.40,197.79,343.30,197.81,14.25,162.19
195.87,150.62,38.28,162.49,0.15,197.57,342.58,197.54,16.72,162.46
196.38,149.06,40.43,162.35,4.09,197.89,342.29,197.35,20.51,162.68
224.78,130.82,19.05,161.99,342.44,198.02,342.30,197.98,20.72,162.02
232.75,125.67,18.03,162.01,342.35,197.99,342.03,197.99,18.07,162.01
233.18,121.66,18.04,162.01,342.20,197.99,342.06,197.99,18.39,162.01
232.71,117.74,17.88,162.01,342.28,197.99,341.92,197.99,17.89,162.01
234.78,113.82,17.99,162.01,342.43,197.99,341.99,197.99,17.93,162.01
235.85,110.14,16.97,162.01,342.48,197.99,341.84,197.99,17.85,162.01
246.55,106.02,17.71,162.01,341.73,197.99,341.16,197.99,18.04,162.01
251.05,102.09,17.98,162.01,342.12,197.99,342.00,197.99,18.06,162.01
266.45,98.17,17.96,162.01,342.06,197.99,341.94,197.99,17.98,162.01
266.13,94.26,17.99,162.01,342.02,197.99,341.98,197.99,17.98,162.01
264.80,90.34,17.70,162.01,342.05,197.99,342.04,197.99,17.95,162.01
265.07,86.43,17.91,162.01,342.18,197.99,343.38,197.99,17.82,162.01
271.42,82.52,17.79,162.01,341.84,197.99,342.62,197.99,17.87,162.01
271.65,78.61,17.75,162.01,342.25,197.99,342.28,197.99,17.76,162.01
272.49,74.69,17.57,162.01,342.43,197.99,343.04,197.99,17.58,162.01
280.85,70.78,18.07,162.01,340.28,197.99,350.17,197.99,17.78,162.01
281.58,66.87,17.94,162.01,340.94,197.99,349.48,197.99,17.66,162.01
282.39,63.51,17.75,162.01,346.02,197.99,349.38,197.99,17.43,162.01
284.14,61.75,14.58,162.01,349.64,197.99,350.00,197.98,17.42,162.02
285.27,60.66,9.40,162.08,353.30,197.92,350.35,197.91,17.01,162.09
284.91,61.38,3.33,162.22,356.84,197.80,344.60,197.77,15.26,162.23
287.94,58.32,2.16,162.36,358.15,197.69,345.71,197.67,14.83,162.33
293.45,52.63,4.04,162.31,356.51,197.72,346.65,197.74,14.79,162.26
301.46,44.49,10.10,162.10,350.85,197.90,344.73,197.92,16.75,162.08
301.57,44.54,4.52,162.26,355.61,197.77,343.86,197.77,14.85,162.23
306.91,39.14,6.02,162.17,353.64,197.83,343.16,197.84,13.59,162.16
308.84,37.42,3.86,162.23,355.25,197.79,338.00,197.77,15.10,162.23
310.80,35.56,1.34,162.41,357.72,197.64,339.07,197.63,14.78,162.37
313.00,33.57,359.46,162.55,359.68,197.52,339.18,197.51,16.11,162.49
319.81,26.50,2.94,162.34,356.04,197.70,337.22,197.71,15.06,162.29
333.05,12.96,17.40,162.03,348.27,197.97,340.66,197.98,17.38,162.02
359.07,8.24,17.87,162.02,342.14,197.98,342.10,197.99,17.86,162.01
0.35,4.26,17.94,162.02,342.32,197.98,342.07,197.99,17.93,162.01
